Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2021-02-06,366.6309462045133,366.8859341602956,364.68540568329496,366.1681518554688,48669800.0,5.0,4.0,5.0,2.0,2021.0
2021-02-07,366.6309462045133,366.8859341602956,364.68540568329496,366.1681518554688,48669800.0,5.0,4.0,5.0,2.0,2021.0
2021-02-08,367.64149894027054,368.859832458101,366.7726318155629,368.8126220703125,38365200.0,8.0,0.0,6.0,2.0,2021.0
2021-02-09,367.9625927717028,369.1715014665784,367.5470664353014,368.5670471191406,35551100.0,9.0,1.0,6.0,2.0,2021.0
2021-02-10,370.3330950656053,370.4842086332597,365.9697952792103,368.4064331054688,59154400.0,10.0,2.0,6.0,2.0,2021.0
2021-02-11,369.50204652812033,369.9270553094596,366.5365251310788,369.0014953613281,42913300.0,11.0,3.0,6.0,2.0,2021.0
2021-02-12,368.1892887738823,371.0698141520557,368.1137175671668,370.82427978515625,50593300.0,12.0,4.0,6.0,2.0,2021.0
2021-02-13,368.1892887738823,371.0698141520557,368.1137175671668,370.82427978515625,50593300.0,12.0,4.0,6.0,2.0,2021.0
2021-02-14,368.1892887738823,371.0698141520557,368.1137175671668,370.82427978515625,50593300.0,12.0,4.0,6.0,2.0,2021.0
2021-02-15,368.1892887738823,371.0698141520557,368.1137175671668,370.82427978515625,50593300.0,12.0,4.0,6.0,2.0,2021.0
2021-02-16,372.0709143884372,372.2692671884747,369.7759361763204,370.5031433105469,50972400.0,16.0,1.0,7.0,2.0,2021.0
2021-02-17,368.7276206446242,370.8431532530497,367.6981575150909,370.5881652832031,52290600.0,17.0,2.0,7.0,2.0,2021.0
2021-02-18,367.9437358561692,369.7664949669706,366.1965191322215,369.0109558105469,59712800.0,18.0,3.0,7.0,2.0,2021.0
2021-02-19,370.2858843706084,370.5786579008257,367.9058817095314,368.3592224121094,83241000.0,19.0,4.0,7.0,2.0,2021.0
2021-02-20,370.2858843706084,370.5786579008257,367.9058817095314,368.3592224121094,83241000.0,19.0,4.0,7.0,2.0,2021.0
2021-02-21,370.2858843706084,370.5786579008257,367.9058817095314,368.3592224121094,83241000.0,19.0,4.0,7.0,2.0,2021.0
2021-02-22,365.5542719364303,367.97203158504686,365.2520447748612,365.5259399414063,67414200.0,22.0,0.0,8.0,2.0,2021.0
2021-02-23,363.2876775592541,367.33932635600047,359.0754903751852,365.9698791503906,107284100.0,23.0,1.0,8.0,2.0,2021.0
2021-02-24,364.86478698795975,370.4369952707305,363.8636848295288,370.0025329589844,72433900.0,24.0,2.0,8.0,2.0,2021.0
2021-02-25,368.7181439185223,370.10646931124126,359.62319887866613,361.0870666503906,146670500.0,25.0,3.0,8.0,2.0,2021.0
2021-02-26,362.99489117343546,364.15653191575177,357.2149329939965,359.2265625,152701600.0,26.0,4.0,8.0,2.0,2021.0
2021-02-27,362.99489117343546,364.15653191575177,357.2149329939965,359.2265625,152701600.0,26.0,4.0,8.0,2.0,2021.0
2021-02-28,362.99489117343546,364.15653191575177,357.2149329939965,359.2265625,152701600.0,26.0,4.0,8.0,2.0,2021.0
2021-03-01,364.1659956975434,369.19986846147,359.42492535101763,367.9342956542969,105348800.0,1.0,0.0,9.0,3.0,2021.0
